architecture,strain,cycle_sequence,delta_R_over_R0_percent
CNT/CB single layer,30%,1.7283120376597174,11.83457985041794
CNT/CB single layer,30%,1.729993275050437,11.702595688517384
CNT/CB single layer,30%,1.7316745124411568,11.526616805983283
CNT/CB single layer,30%,1.7333557498318763,11.306643202815662
CNT/CB single layer,30%,1.7350369872225957,11.13066432028156
CNT/CB single layer,30%,1.7367182246133153,10.866695996480422
CNT/CB single layer,30%,1.7383994620040348,10.690717113946322
CNT/CB single layer,30%,1.7400806993947546,10.558732952045764
CNT/CB single layer,30%,1.7417619367854742,10.426748790145183
CNT/CB single layer,30%,1.7434431741761935,10.2947646282446
CNT/CB single layer,30%,1.7451244115669131,10.118785745710523
CNT/CB single layer,30%,1.7468056489576327,10.030796304443461
CNT/CB single layer,30%,1.7484868863483525,9.89881214254289
CNT/CB single layer,30%,1.750168123739072,9.766827980642322
CNT/CB single layer,30%,1.7518493611297914,9.546854377474702
CNT/CB single layer,30%,1.753530598520511,9.414870215574132
CNT/CB single layer,30%,1.7552118359112305,9.282886053673563
CNT/CB single layer,30%,1.7568930733019503,9.194896612406513
CNT/CB single layer,30%,1.75857431069267,9.106907171139461
CNT/CB single layer,30%,1.7602555480833892,8.930928288605362
CNT/CB single layer,30%,1.7619367854741088,8.842938847338322
CNT/CB single layer,30%,1.7636180228648284,8.754949406071272
CNT/CB single layer,30%,1.7652992602555482,8.66695996480422
CNT/CB single layer,30%,1.7669804976462677,8.534975802903652
CNT/CB single layer,30%,1.768661735036987,8.578970523537171
CNT/CB single layer,30%,1.7703429724277067,8.402991641003082
CNT/CB single layer,30%,1.7720242098184262,8.183018037835462
CNT/CB single layer,30%,1.773705447209146,8.007039155301362
CNT/CB single layer,30%,1.7753866845998656,7.875054993400791
CNT/CB single layer,30%,1.777067921990585,7.743070831500222
CNT/CB single layer,30%,1.7787491593813045,7.56709194896612
CNT/CB single layer,30%,1.780430396772024,7.4791025076990705
CNT/CB single layer,30%,1.7821116341627439,7.435107787065551
CNT/CB single layer,30%,1.7837928715534634,7.391113066432033
CNT/CB single layer,30%,1.7854741089441828,7.303123625164981
CNT/CB single layer,30%,1.7871553463349024,7.25912890453145
CNT/CB single layer,30%,1.788836583725622,7.215134183897931
CNT/CB single layer,30%,1.7905178211163417,7.127144742630881
CNT/CB single layer,30%,1.7921990585070613,7.039155301363831
CNT/CB single layer,30%,1.7938802958977806,6.907171139463261
CNT/CB single layer,30%,1.7955615332885002,6.863176418829742
CNT/CB single layer,30%,1.7972427706792198,6.731192256929172
CNT/CB single layer,30%,1.7989240080699396,6.731192256929172
CNT/CB single layer,30%,1.8006052454606591,6.68719753629564
CNT/CB single layer,30%,1.8022864828513785,6.511218653761553
CNT/CB single layer,30%,1.803967720242098,6.423229212494501
CNT/CB single layer,30%,1.8056489576328176,6.33523977122745
CNT/CB single layer,30%,1.8073301950235374,6.2472503299604005
CNT/CB single layer,30%,1.809011432414257,6.203255609326881
CNT/CB single layer,30%,1.8106926698049763,6.115266168059831
CNT/CB single layer,30%,1.812373907195696,6.071271447426311
CNT/CB single layer,30%,1.8140551445864155,6.02727672679278
CNT/CB single layer,30%,1.8157363819771353,5.93928728552573
CNT/CB single layer,30%,1.8174176193678548,5.851297844258692
CNT/CB single layer,30%,1.8190988567585742,5.807303123625161
CNT/CB single layer,30%,1.8207800941492938,5.763308402991641
CNT/CB single layer,30%,1.8224613315400133,5.7193136823581225
CNT/CB single layer,30%,1.8241425689307331,5.675318961724591
CNT/CB single layer,30%,1.8258238063214527,5.675318961724591
CNT/CB single layer,30%,1.827505043712172,5.631324241091072
CNT/CB single layer,30%,1.8291862811028916,5.543334799824021
CNT/CB single layer,30%,1.8308675184936112,5.499340079190502
CNT/CB single layer,30%,1.832548755884331,5.4113506379234515
CNT/CB single layer,30%,1.8342299932750505,5.36735591728992
CNT/CB single layer,30%,1.8359112306657699,5.279366476022882
CNT/CB single layer,30%,1.8375924680564895,5.1473823141223
CNT/CB single layer,30%,1.839273705447209,5.059392872855262
CNT/CB single layer,30%,1.8409549428379288,4.971403431588212
CNT/CB single layer,30%,1.8426361802286484,4.883413990321161
CNT/CB single layer,30%,1.8443174176193677,4.839419269687642
CNT/CB single layer,30%,1.8459986550100873,4.751429828420592
CNT/CB single layer,30%,1.8476798924008069,4.663440387153541
CNT/CB single layer,30%,1.8493611297915267,4.619445666520021
CNT/CB single layer,30%,1.8510423671822462,4.531456225252971
CNT/CB single layer,30%,1.8527236045729656,4.487461504619439
CNT/CB single layer,30%,1.8544048419636852,4.4434667839859205
CNT/CB single layer,30%,1.8560860793544047,4.35547734271887
CNT/CB single layer,30%,1.8577673167451245,4.35547734271887
CNT/CB single layer,30%,1.859448554135844,4.26748790145182
CNT/CB single layer,30%,1.8611297915265634,4.2234931808183
CNT/CB single layer,30%,1.862811028917283,4.13550373955125
CNT/CB single layer,30%,1.8644922663080026,4.13550373955125
CNT/CB single layer,30%,1.8661735036987224,4.0475142982842
CNT/CB single layer,30%,1.867854741089442,4.003519577650681
CNT/CB single layer,30%,1.8695359784801613,3.9595248570171613
CNT/CB single layer,30%,1.8712172158708809,3.9155301363836297
CNT/CB single layer,30%,1.8728984532616004,3.871535415750111
CNT/CB single layer,30%,1.8745796906523202,3.82754069511658
CNT/CB single layer,30%,1.8762609280430398,3.7395512538495415
CNT/CB single layer,30%,1.8779421654337591,3.69555653321601
CNT/CB single layer,30%,1.8796234028244787,3.6515618125824907
CNT/CB single layer,30%,1.8813046402151983,3.6515618125824907
CNT/CB single layer,30%,1.882985877605918,3.607567091948959
CNT/CB single layer,30%,1.8846671149966376,3.5195776506819207
CNT/CB single layer,30%,1.886348352387357,3.5195776506819207
CNT/CB single layer,30%,1.8880295897780766,3.4755829300483896
CNT/CB single layer,30%,1.8897108271687961,3.431588209414871
CNT/CB single layer,30%,1.891392064559516,3.3875934887813397
CNT/CB single layer,30%,1.8930733019502355,3.3875934887813397
CNT/CB single layer,30%,1.8947545393409548,3.34359876814782
CNT/CB single layer,30%,1.8964357767316744,3.2996040475143014
CNT/CB single layer,30%,1.898117014122394,3.2556093268807698
CNT/CB single layer,30%,1.8997982515131138,3.2556093268807698
CNT/CB single layer,30%,1.9014794889038333,3.167619885613719
CNT/CB single layer,30%,1.9031607262945527,3.1236251649802003
CNT/CB single layer,30%,1.9048419636852723,3.1236251649802003
CNT/CB single layer,30%,1.9065232010759918,3.03563572371315
CNT/CB single layer,30%,1.9082044384667116,2.9476462824461116
CNT/CB single layer,30%,1.9098856758574312,2.9476462824461116
CNT/CB single layer,30%,1.9115669132481505,2.9036515618125804
CNT/CB single layer,30%,1.91324815063887,2.8596568411790613
CNT/CB single layer,30%,1.9149293880295897,2.8156621205455297
CNT/CB single layer,30%,1.9166106254203095,2.8156621205455297
CNT/CB single layer,30%,1.918291862811029,2.8156621205455297
CNT/CB single layer,30%,1.9199731002017484,2.7716673999120105
CNT/CB single layer,30%,1.921654337592468,2.7276726792784913
CNT/CB single layer,30%,1.9233355749831875,2.7276726792784913
CNT/CB single layer,30%,1.9250168123739073,2.68367795864496
CNT/CB single layer,30%,1.9266980497646269,2.639683238011441
CNT/CB single layer,30%,1.9283792871553462,2.639683238011441
CNT/CB single layer,30%,1.9300605245460658,2.59568851737791
CNT/CB single layer,30%,1.9317417619367854,2.59568851737791
CNT/CB single layer,30%,1.9334229993275052,2.5516937967443907
CNT/CB single layer,30%,1.9351042367182247,2.5076990761108715
CNT/CB single layer,30%,1.936785474108944,2.4637043554773403
CNT/CB single layer,30%,1.9384667114996637,2.4637043554773403
CNT/CB single layer,30%,1.9401479488903832,2.419709634843821
CNT/CB single layer,30%,1.941829186281103,2.3317201935767704
CNT/CB single layer,30%,1.9435104236718226,2.3317201935767704
CNT/CB single layer,30%,1.945191661062542,2.3317201935767704
CNT/CB single layer,30%,1.9468728984532615,2.2877254729432512
CNT/CB single layer,30%,1.948554135843981,2.2437307523097196
CNT/CB single layer,30%,1.9502353732347009,2.2437307523097196
CNT/CB single layer,30%,1.9519166106254204,2.2437307523097196
CNT/CB single layer,30%,1.9535978480161398,2.199736031676201
CNT/CB single layer,30%,1.9552790854068594,2.199736031676201
CNT/CB single layer,30%,1.956960322797579,2.1557413110426693
CNT/CB single layer,30%,1.9586415601882987,2.11174659040915
CNT/CB single layer,30%,1.9603227975790183,2.0237571491421
CNT/CB single layer,30%,1.9620040349697376,2.0237571491421
CNT/CB single layer,30%,1.9636852723604572,2.0237571491421
CNT/CB single layer,30%,1.9653665097511768,2.0237571491421
CNT/CB single layer,30%,1.9670477471418966,1.9797624285085806
CNT/CB single layer,30%,1.9687289845326161,1.9797624285085806
CNT/CB single layer,30%,1.9704102219233355,1.9357677078750493
CNT/CB single layer,30%,1.972091459314055,1.89177298724153
CNT/CB single layer,30%,1.9737726967047746,1.847778266608011
CNT/CB single layer,30%,1.9754539340954944,1.8037835459744795
CNT/CB single layer,30%,1.977135171486214,1.7597888253409604
CNT/CB single layer,30%,1.9788164088769333,1.7597888253409604
CNT/CB single layer,30%,1.980497646267653,1.7157941047074292
CNT/CB single layer,30%,1.9821788836583725,1.7157941047074292
CNT/CB single layer,30%,1.9838601210490923,1.67179938407391
CNT/CB single layer,30%,1.9855413584398118,1.67179938407391
CNT/CB single layer,30%,1.9872225958305312,1.6278046634403909
CNT/CB single layer,30%,1.9889038332212507,1.6278046634403909
CNT/CB single layer,30%,1.9905850706119703,1.6278046634403909
CNT/CB single layer,30%,1.9922663080026901,1.6278046634403909
CNT/CB single layer,30%,1.9939475453934097,1.5838099428068595
CNT/CB single layer,30%,1.995628782784129,1.5838099428068595
CNT/CB single layer,30%,1.9973100201748486,1.5838099428068595
CNT/CB single layer,30%,1.9989912575655682,1.5838099428068595
CNT/CB single layer,30%,2.0006724949562877,1.5398152221733405
CNT/CB single layer,30%,2.0023537323470073,1.5838099428068595
CNT/CB single layer,30%,2.004034969737727,1.5838099428068595
CNT/CB single layer,30%,2.0057162071284464,1.5398152221733405
CNT/CB single layer,30%,2.007397444519166,1.5398152221733405
CNT/CB single layer,30%,2.0090786819098856,1.5398152221733405
CNT/CB single layer,30%,2.0107599193006056,1.5398152221733405
CNT/CB single layer,30%,2.0124411566913247,1.67179938407391
CNT/CB single layer,30%,2.0141223940820443,1.67179938407391
CNT/CB single layer,30%,2.015803631472764,1.7157941047074292
CNT/CB single layer,30%,2.0174848688634834,1.67179938407391
CNT/CB single layer,30%,2.019166106254203,1.7597888253409604
CNT/CB single layer,30%,2.0208473436449226,1.89177298724153
CNT/CB single layer,30%,2.022528581035642,1.9357677078750493
CNT/CB single layer,30%,2.0242098184263617,1.9797624285085806
CNT/CB single layer,30%,2.0258910558170813,2.0237571491421
CNT/CB single layer,30%,2.0275722932078013,2.11174659040915
CNT/CB single layer,30%,2.0292535305985204,2.199736031676201
CNT/CB single layer,30%,2.03093476798924,2.2437307523097196
CNT/CB single layer,30%,2.0326160053799596,2.2877254729432512
CNT/CB single layer,30%,2.034297242770679,2.419709634843821
CNT/CB single layer,30%,2.0359784801613987,2.5516937967443907
CNT/CB single layer,30%,2.0376597175521183,2.639683238011441
CNT/CB single layer,30%,2.039340954942838,2.7716673999120105
CNT/CB single layer,30%,2.0410221923335574,2.9036515618125804
CNT/CB single layer,30%,2.042703429724277,3.079630444346681
CNT/CB single layer,30%,2.0443846671149966,3.2116146062472506
CNT/CB single layer,30%,2.046065904505716,3.3875934887813397
CNT/CB single layer,30%,2.0477471418964357,3.5195776506819207
CNT/CB single layer,30%,2.0494283792871553,3.871535415750111
CNT/CB single layer,30%,2.051109616677875,4.003519577650681
CNT/CB single layer,30%,2.0527908540685944,4.091509018917731
CNT/CB single layer,30%,2.054472091459314,4.26748790145182
CNT/CB single layer,30%,2.0561533288500335,4.4434667839859205
CNT/CB single layer,30%,2.057834566240753,4.531456225252971
CNT/CB single layer,30%,2.0595158036314727,4.663440387153541
CNT/CB single layer,30%,2.0611970410221923,4.883413990321161
CNT/CB single layer,30%,2.062878278412912,4.971403431588212
CNT/CB single layer,30%,2.0645595158036314,5.059392872855262
CNT/CB single layer,30%,2.066240753194351,5.279366476022882
CNT/CB single layer,30%,2.0679219905850705,5.45534535855697
CNT/CB single layer,30%,2.06960322797579,5.631324241091072
CNT/CB single layer,30%,2.0712844653665097,5.895292564892211
CNT/CB single layer,30%,2.0729657027572292,6.59920809502859
CNT/CB single layer,30%,2.074646940147949,6.907171139463261
CNT/CB single layer,30%,2.0763281775386684,7.25912890453145
CNT/CB single layer,30%,2.078009414929388,7.4791025076990705
CNT/CB single layer,30%,2.0796906523201075,7.919049714034311
CNT/CB single layer,30%,2.081371889710827,8.13902331720193
CNT/CB single layer,30%,2.0830531271015467,8.31500219973603
CNT/CB single layer,30%,2.0847343644922662,8.4469863616366
CNT/CB single layer,30%,2.086415601882986,8.66695996480422
CNT/CB single layer,30%,2.0880968392737054,8.842938847338322
CNT/CB single layer,30%,2.089778076664425,9.15090189177298
CNT/CB single layer,30%,2.0914593140551445,9.414870215574132
CNT/CB single layer,30%,2.093140551445864,9.678838539375272
CNT/CB single layer,30%,2.0948217888365837,10.118785745710523
CNT/CB single layer,30%,2.0965030262273032,10.426748790145183
CNT/CB single layer,30%,2.098184263618023,10.690717113946322
CNT/CB single layer,30%,2.0998655010087424,10.998680158381005
CNT/CB single layer,30%,2.101546738399462,11.262648482182144
CNT/CB single layer,30%,2.1032279757901815,11.438627364716245
CNT/CB single layer,30%,2.104909213180901,11.878574571051484
CNT/CB single layer,30%,2.1065904505716206,12.142542894852623
CNT/CB single layer,30%,2.10827168796234,12.406511218653762
CNT/CB single layer,30%,2.10995292535306,12.6704795424549
CNT/CB single layer,30%,2.1116341627437794,12.890453145622521
CNT/CB single layer,30%,2.113315400134499,13.242410910690724
CNT/CB single layer,30%,2.1149966375252185,13.506379234491863
CNT/CB single layer,30%,2.116677874915938,13.902331720193583
CNT/CB single layer,30%,2.1183591123066576,14.298284205895282
CNT/CB single layer,30%,2.120040349697377,14.5182578090629
CNT/CB single layer,30%,2.1217215870880968,14.826220853497585
CNT/CB single layer,30%,2.1234028244788163,15.046194456665205
CNT/CB single layer,30%,2.125084061869536,15.310162780466344
CNT/CB single layer,30%,2.1267652992602555,15.530136383633963
CNT/CB single layer,30%,2.128446536650975,15.794104707435103
CNT/CB single layer,30%,2.1301277740416946,16.05807303123624
CNT/CB single layer,30%,2.131809011432414,16.234051913770344
CNT/CB single layer,30%,2.1334902488231338,16.542014958205026
CNT/CB single layer,30%,2.1351714862138533,16.761988561372647
CNT/CB single layer,30%,2.136852723604573,16.93796744390672
CNT/CB single layer,30%,2.1385339609952925,17.157941047074342
CNT/CB single layer,30%,2.140215198386012,17.377914650241962
CNT/CB single layer,30%,2.1418964357767316,17.685877694676645
CNT/CB single layer,30%,2.143577673167451,17.905851297844265
CNT/CB single layer,30%,2.1452589105581708,18.125824901011885
CNT/CB single layer,30%,2.1469401479488903,18.345798504179506
CNT/CB single layer,30%,2.14862138533961,18.52177738671358
CNT/CB single layer,30%,2.1503026227303295,18.69775626924768
CNT/CB single layer,30%,2.151983860121049,18.917729872415304
CNT/CB single layer,30%,2.1536650975117686,19.093708754949404
CNT/CB single layer,30%,2.155346334902488,19.313682358117024
CNT/CB single layer,30%,2.1570275722932077,19.489661240651124
CNT/CB single layer,30%,2.1587088096839273,19.665640123185224
CNT/CB single layer,30%,2.160390047074647,19.885613726352847
CNT/CB single layer,30%,2.1620712844653664,20.105587329520468
CNT/CB single layer,30%,2.163752521856086,20.237571491421022
CNT/CB single layer,30%,2.1654337592468056,20.457545094588642
CNT/CB single layer,30%,2.167114996637525,20.677518697756263
CNT/CB single layer,30%,2.1687962340282447,20.809502859656845
CNT/CB single layer,30%,2.1704774714189643,21.161460624725024
CNT/CB single layer,30%,2.172158708809684,21.337439507259123
CNT/CB single layer,30%,2.1738399462004034,21.513418389793223
CNT/CB single layer,30%,2.175521183591123,21.689397272327327
CNT/CB single layer,30%,2.1772024209818426,21.865376154861426
CNT/CB single layer,30%,2.178883658372562,21.997360316761984
CNT/CB single layer,30%,2.1805648957632817,22.305323361196667
CNT/CB single layer,30%,2.1822461331540013,22.437307523097225
CNT/CB single layer,30%,2.183927370544721,22.613286405631325
CNT/CB single layer,30%,2.1856086079354404,22.701275846898366
CNT/CB single layer,30%,2.18728984532616,22.877254729432465
CNT/CB single layer,30%,2.1889710827168796,23.053233611966565
CNT/CB single layer,30%,2.190652320107599,23.317201935767702
CNT/CB single layer,30%,2.1923335574983187,23.493180818301802
CNT/CB single layer,30%,2.1940147948890383,23.713154421469426
CNT/CB single layer,30%,2.195696032279758,23.889133304003526
CNT/CB single layer,30%,2.1973772696704774,24.0651121865376
CNT/CB single layer,30%,2.199058507061197,24.241091069071704
CNT/CB single layer,30%,2.2007397444519166,24.417069951605804
CNT/CB single layer,30%,2.202420981842636,24.637043554773424
CNT/CB single layer,30%,2.2041022192333557,24.813022437307524
CNT/CB single layer,30%,2.2057834566240753,24.989001319841623
CNT/CB single layer,30%,2.207464694014795,25.164980202375702
CNT/CB single layer,30%,2.2091459314055144,25.428948526176864
CNT/CB single layer,30%,2.210827168796234,25.648922129344488
CNT/CB single layer,30%,2.2125084061869535,25.824901011878566
CNT/CB single layer,30%,2.214189643577673,26.000879894412666
CNT/CB single layer,30%,2.2158708809683927,26.264848218213803
CNT/CB single layer,30%,2.2175521183591123,26.440827100747903
CNT/CB single layer,30%,2.219233355749832,26.660800703915527
CNT/CB single layer,30%,2.2209145931405514,26.968763748350206
CNT/CB single layer,30%,2.222595830531271,27.188737351517826
CNT/CB single layer,30%,2.2242770679219905,27.408710954685446
CNT/CB single layer,30%,2.22595830531271,27.628684557853067
CNT/CB single layer,30%,2.2276395427034297,27.804663440387145
CNT/CB single layer,30%,2.2293207800941492,28.332600087989444
CNT/CB single layer,30%,2.231002017484869,28.508578970523544
CNT/CB single layer,30%,2.2326832548755884,28.684557853057623
CNT/CB single layer,30%,2.234364492266308,28.904531456225246
CNT/CB single layer,30%,2.2360457296570275,29.16849978002641
CNT/CB single layer,30%,2.237726967047747,29.388473383194004
CNT/CB single layer,30%,2.2394082044384667,29.65244170699517
CNT/CB single layer,30%,2.2410894418291862,29.872415310162786
CNT/CB single layer,30%,2.242770679219906,30.224373075230965
CNT/CB single layer,30%,2.2444519166106254,30.488341399032105
CNT/CB single layer,30%,2.246133154001345,30.708315002199726
CNT/CB single layer,30%,2.2478143913920645,31.060272767267925
CNT/CB single layer,30%,2.249495628782784,31.412230532336128
CNT/CB single layer,30%,2.2511768661735037,31.676198856137265
CNT/CB single layer,30%,2.2528581035642232,31.940167179938406
CNT/CB single layer,30%,2.254539340954943,32.248130224373064
CNT/CB single layer,30%,2.2562205783456624,32.51209854817423
CNT/CB single layer,30%,2.257901815736382,32.90805103387592
CNT/CB single layer,30%,2.2595830531271015,33.084029916410024
CNT/CB single layer,30%,2.261264290517821,33.43598768147823
CNT/CB single layer,30%,2.2629455279085406,33.74395072591289
CNT/CB single layer,30%,2.26462676529926,34.53585569731633
CNT/CB single layer,30%,2.26630800268998,34.88781346238451
CNT/CB single layer,30%,2.2679892400806994,35.195776506819186
CNT/CB single layer,30%,2.269670477471419,35.41575010998681
CNT/CB single layer,30%,2.2713517148621385,35.76770787505499
CNT/CB single layer,30%,2.273032952252858,36.20765508139023
CNT/CB single layer,30%,2.2747141896435776,36.471623405191366
CNT/CB single layer,30%,2.276395427034297,36.77958644962605
CNT/CB single layer,30%,2.2780766644250168,37.21953365596129
CNT/CB single layer,30%,2.2797579018157363,37.52749670039594
CNT/CB single layer,30%,2.281439139206456,37.87945446546415
CNT/CB single layer,30%,2.2831203765971755,38.23141223053233
CNT/CB single layer,30%,2.284801613987895,38.71535415750111
CNT/CB single layer,30%,2.2864828513786146,39.15530136383635
CNT/CB single layer,30%,2.288164088769334,39.46326440827101
CNT/CB single layer,30%,2.2898453261600538,39.771227452705666
CNT/CB single layer,30%,2.2915265635507733,40.123185217773866
CNT/CB single layer,30%,2.293207800941493,40.69511658600967
CNT/CB single layer,30%,2.2948890383322125,41.09106907171139
CNT/CB single layer,30%,2.296570275722932,42.146942366915965
CNT/CB single layer,30%,2.2982515131136516,42.67487901451825
CNT/CB single layer,30%,2.299932750504371,43.11482622085349
CNT/CB single layer,30%,2.3016139878950908,43.55477342718873
CNT/CB single layer,30%,2.3032952252858103,43.95072591289045
CNT/CB single layer,30%,2.30497646267653,44.43466783985921
CNT/CB single layer,30%,2.3066577000672495,44.87461504619445
CNT/CB single layer,30%,2.308338937457969,45.40255169379675
CNT/CB single layer,30%,2.3100201748486886,45.97448306203255
CNT/CB single layer,30%,2.311701412239408,46.81038275406951
CNT/CB single layer,30%,2.3133826496301277,47.38231412230533
CNT/CB single layer,30%,2.3150638870208473,47.99824021117465
CNT/CB single layer,30%,2.316745124411567,48.65816102067751
CNT/CB single layer,30%,2.3184263618022865,49.31808183018037
CNT/CB single layer,30%,2.320107599193006,50.021997360316774
CNT/CB single layer,30%,2.3217888365837256,51.07787065552133
CNT/CB single layer,30%,2.323470073974445,51.86977562692478
CNT/CB single layer,30%,2.3251513113651647,52.70567531896173
CNT/CB single layer,30%,2.3268325487558843,53.67355917289925
CNT/CB single layer,30%,2.328513786146604,54.72943246810383
CNT/CB single layer,30%,2.3301950235373234,55.741311042674866
CNT/CB single layer,30%,2.331876260928043,58.688957325120995
CNT/CB single layer,30%,2.3335574983187626,59.04091509018917
CNT/CB single layer,30%,2.335238735709482,58.688957325120995
CNT/CB single layer,30%,2.3369199731002017,58.29300483941927
CNT/CB single layer,30%,2.3386012104909213,57.325120985481725
CNT/CB single layer,30%,2.340282447881641,57.01715794104707
CNT/CB single layer,30%,2.3419636852723604,56.84117905851297
CNT/CB single layer,30%,2.34364492266308,56.709194896612416
CNT/CB single layer,30%,2.3453261600537996,56.709194896612416
CNT/CB single layer,30%,2.347007397444519,56.66520017597889
CNT/CB single layer,30%,2.3486886348352387,56.44522657281127
CNT/CB single layer,30%,2.3503698722259583,56.31324241091069
CNT/CB single layer,30%,2.352051109616678,56.13726352837659
CNT/CB single layer,30%,2.3537323470073974,56.00527936647603
CNT/CB single layer,30%,2.355413584398117,55.829300483941935
CNT/CB single layer,30%,2.3570948217888366,55.477342718873736
CNT/CB single layer,30%,2.358776059179556,55.08139023317201
CNT/CB single layer,30%,2.3604572965702757,54.99340079190497
CNT/CB single layer,30%,2.3621385339609953,54.905411350637934
CNT/CB single layer,30%,2.363819771351715,54.77342718873736
CNT/CB single layer,30%,2.3655010087424344,54.72943246810383
CNT/CB single layer,30%,2.367182246133154,54.59744830620325
CNT/CB single layer,30%,2.3688634835238735,54.553453585569734
CNT/CB single layer,30%,2.370544720914593,54.465464144302686
CNT/CB single layer,30%,2.3722259583053127,54.37747470303563
CNT/CB single layer,30%,2.3739071956960323,54.33347998240211
CNT/CB single layer,30%,2.375588433086752,54.28948526176859
CNT/CB single layer,30%,2.3772696704774714,54.201495820501535
CNT/CB single layer,30%,2.378950907868191,54.069511658600966
CNT/CB single layer,30%,2.3806321452589105,53.93752749670039
CNT/CB single layer,30%,2.38231338264963,53.89353277606686
CNT/CB single layer,30%,2.3839946200403497,53.84953805543336
CNT/CB single layer,30%,2.3856758574310692,53.805543334799836
CNT/CB single layer,30%,2.387357094821789,53.71755389353277
CNT/CB single layer,30%,2.3890383322125084,53.62956445226573
CNT/CB single layer,30%,2.390719569603228,53.58556973163221
CNT/CB single layer,30%,2.3924008069939475,53.58556973163221
CNT/CB single layer,30%,2.394082044384667,53.49758029036516
CNT/CB single layer,30%,2.3957632817753867,53.40959084909811
CNT/CB single layer,30%,2.3974445191661062,53.36559612846459
CNT/CB single layer,30%,2.399125756556826,53.321601407831054
CNT/CB single layer,30%,2.4008069939475454,53.27760668719753
CNT/CB single layer,30%,2.402488231338265,53.189617245930485
CNT/CB single layer,30%,2.4041694687289845,53.14562252529698
CNT/CB single layer,30%,2.405850706119704,53.05763308402991
CNT/CB single layer,30%,2.4075319435104237,53.05763308402991
CNT/CB single layer,30%,2.4092131809011432,52.969643642762875
CNT/CB single layer,30%,2.410894418291863,52.969643642762875
CNT/CB single layer,30%,2.4125756556825824,52.925648922129355
CNT/CB single layer,30%,2.414256893073302,52.881654201495806
CNT/CB single layer,30%,2.4159381304640215,52.837659480862285
CNT/CB single layer,30%,2.417619367854741,52.79366476022878
CNT/CB single layer,30%,2.4193006052454606,52.74967003959525
CNT/CB single layer,30%,2.42098184263618,52.70567531896173
CNT/CB single layer,30%,2.4226630800269,52.66168059832819
CNT/CB single layer,30%,2.4243443174176194,52.61768587769466
CNT/CB single layer,30%,2.426025554808339,52.573691157061155
CNT/CB single layer,30%,2.4277067921990585,52.52969643642763
CNT/CB single layer,30%,2.429388029589778,52.48570171579411
CNT/CB single layer,30%,2.4310692669804976,52.441706995160565
CNT/CB single layer,30%,2.432750504371217,52.35371755389353
CNT/CB single layer,30%,2.4344317417619368,52.30972283326001
CNT/CB single layer,30%,2.4361129791526563,52.30972283326001
CNT/CB single layer,30%,2.437794216543376,52.2657281126265
CNT/CB single layer,30%,2.4394754539340955,52.221733391992956
CNT/CB single layer,30%,2.441156691324815,52.17773867135943
CNT/CB single layer,30%,2.4428379287155346,52.13374395072591
CNT/CB single layer,30%,2.444519166106254,52.13374395072591
CNT/CB single layer,30%,2.4462004034969738,52.13374395072591
CNT/CB single layer,30%,2.4478816408876933,52.08974923009239
CNT/CB single layer,30%,2.449562878278413,52.045754509458874
CNT/CB single layer,30%,2.4512441156691325,52.045754509458874
CNT/CB single layer,30%,2.452925353059852,52.00175978882533
CNT/CB single layer,30%,2.4546065904505716,51.913770347558284
CNT/CB single layer,30%,2.456287827841291,51.209854817421906
CNT/CB single layer,30%,2.4579690652320108,50.19797624285085
CNT/CB single layer,30%,2.4596503026227303,48.350197976242846
CNT/CB single layer,30%,2.46133154001345,47.118345798504166
CNT/CB single layer,30%,2.4630127774041695,46.326440827100754
CNT/CB single layer,30%,2.464694014794889,45.490541135063786
CNT/CB single layer,30%,2.4663752521856086,44.74263088429389
CNT/CB single layer,30%,2.468056489576328,44.12670479542455
CNT/CB single layer,30%,2.4697377269670477,43.11482622085349
CNT/CB single layer,30%,2.4714189643577673,42.49890013198417
CNT/CB single layer,30%,2.473100201748487,41.97096348438187
CNT/CB single layer,30%,2.4747814391392065,41.355037395512525
CNT/CB single layer,30%,2.476462676529926,40.82710074791025
CNT/CB single layer,30%,2.4781439139206456,40.387153541575
CNT/CB single layer,30%,2.479825151311365,39.94720633523976
CNT/CB single layer,30%,2.4815063887020847,39.55125384953805
CNT/CB single layer,30%,2.4831876260928043,39.15530136383635
CNT/CB single layer,30%,2.484868863483524,38.495380554333494
CNT/CB single layer,30%,2.4865501008742434,38.09942806863177
CNT/CB single layer,30%,2.488231338264963,37.70347558293005
CNT/CB single layer,30%,2.4899125756556826,37.35151781786185
CNT/CB single layer,30%,2.491593813046402,37.04355477342719
CNT/CB single layer,30%,2.4932750504371217,36.55961284645843
CNT/CB single layer,30%,2.4949562878278413,36.07567091948967
CNT/CB single layer,30%,2.496637525218561,35.37175538935327
CNT/CB single layer,30%,2.4983187626092804,35.107787065552124
CNT/CB single layer,30%,2.5,34.84381874175099
CNT/CB single layer,30%,2.501681237390719,34.62384513858336
CNT/CB single layer,30%,2.503362474781439,34.315882094148705
CNT/CB single layer,30%,2.5050437121721587,34.007919049714026
CNT/CB single layer,30%,2.5067249495628783,33.7879454465464
CNT/CB single layer,30%,2.508406186953598,33.61196656401233
CNT/CB single layer,30%,2.5100874243443174,33.43598768147823
CNT/CB single layer,30%,2.511768661735037,33.21601407831061
CNT/CB single layer,30%,2.5134498991257566,32.95204575450947
