group,displacement_mm,peel_strength_2F_over_W_N_per_m
PTPU-10,13.34727,170.56295
PTPU-10,13.37544,170.56295
PTPU-10,13.4043,170.63932
PTPU-10,13.43081,170.83305
PTPU-10,13.45835,170.94855
PTPU-10,13.48735,170.99885
PTPU-10,13.51392,171.20376
PTPU-10,13.54204,171.20376
PTPU-10,13.57119,171.30622
PTPU-10,13.59756,171.28199
PTPU-10,13.62466,171.34533
PTPU-10,13.65391,171.42171
PTPU-10,13.68052,171.40867
PTPU-10,13.70811,171.40867
PTPU-10,13.7375,171.47387
PTPU-10,13.76387,171.43475
PTPU-10,13.79116,171.34533
PTPU-10,13.82109,171.34533
PTPU-10,13.84692,171.26896
PTPU-10,13.8751,171.17767
PTPU-10,13.9041,171.20376
PTPU-10,13.93057,171.17767
PTPU-10,13.95869,171.28199
PTPU-10,13.9877,171.24288
PTPU-10,14.01416,171.29318
PTPU-10,14.04141,171.37141
PTPU-10,14.09727,171.43475
PTPU-10,14.09727,171.43475
PTPU-10,14.12544,171.56329
PTPU-10,14.15435,171.57632
PTPU-10,14.18086,171.66574
PTPU-10,14.2082,171.70486
PTPU-10,14.23726,171.78124
PTPU-10,14.26387,171.80731
PTPU-10,14.29199,171.89673
PTPU-10,14.32109,171.96007
PTPU-10,14.34751,171.97311
PTPU-10,14.37505,172.07557
PTPU-10,14.40396,172.2041
PTPU-10,14.43018,172.28048
PTPU-10,14.45796,172.33263
PTPU-10,14.48799,172.26744
PTPU-10,14.51357,172.10164
PTPU-10,14.5418,171.85762
PTPU-10,14.5708,171.38445
PTPU-10,14.59702,171.48691
PTPU-10,14.62515,171.66574
PTPU-10,14.65435,171.98615
PTPU-10,14.68086,172.21714
PTPU-10,14.7082,172.57667
PTPU-10,14.73726,172.7555
PTPU-10,14.76387,173.08894
PTPU-10,14.79131,173.30689
PTPU-10,14.82041,173.57515
PTPU-10,14.84702,173.9738
PTPU-10,14.87456,174.19175
PTPU-10,14.90454,174.43577
PTPU-10,14.93027,174.80648
PTPU-10,14.9583,174.97413
PTPU-10,14.98726,175.29454
PTPU-10,15.01382,175.53672
PTPU-10,15.04199,175.84594
PTPU-10,15.07109,176.02477
PTPU-10,15.09756,176.3191
PTPU-10,15.1249,176.52401
PTPU-10,15.15391,176.72893
PTPU-10,15.18057,176.92266
PTPU-10,15.20869,177.14061
PTPU-10,15.23745,177.4219
PTPU-10,15.26416,177.60073
PTPU-10,15.2917,177.8578
PTPU-10,15.32065,177.97329
PTPU-10,15.34717,177.97329
PTPU-10,15.37534,177.99938
PTPU-10,15.40425,178.03663
PTPU-10,15.43071,178.42224
PTPU-10,15.45825,178.74265
PTPU-10,15.48726,179.15248
PTPU-10,15.51377,179.47288
PTPU-10,15.54131,179.88456
PTPU-10,15.57134,180.22919
PTPU-10,15.59683,180.56264
PTPU-10,15.62485,180.85883
PTPU-10,15.654,181.17924
PTPU-10,15.68057,181.48661
PTPU-10,15.70786,181.74181
PTPU-10,15.73789,182.07526
PTPU-10,15.76343,182.34537
PTPU-10,15.79155,182.53725
PTPU-10,15.82051,182.74215
PTPU-10,15.84717,182.85764
PTPU-10,15.87534,183.0253
PTPU-10,15.90439,183.21718
PTPU-10,15.93096,183.38296
PTPU-10,15.95825,183.67916
PTPU-10,15.98735,183.81886
PTPU-10,16.01392,184.15232
PTPU-10,16.04189,184.4485
PTPU-10,16.071,184.74283
PTPU-10,16.09775,185.01109
PTPU-10,16.12505,185.24208
PTPU-10,16.154,185.46003
PTPU-10,16.18057,185.62769
PTPU-10,16.20869,185.87171
PTPU-10,16.2377,186.11388
PTPU-10,16.26435,186.37096
PTPU-10,16.29165,186.67833
PTPU-10,16.3207,186.93539
PTPU-10,16.34722,187.05089
PTPU-10,16.37554,187.03785
PTPU-10,16.40444,187.10119
PTPU-10,16.43066,187.38433
PTPU-10,16.45825,187.78112
PTPU-10,16.4875,188.15368
PTPU-10,16.51387,188.47409
PTPU-10,16.54145,188.87087
PTPU-10,16.5707,189.21736
PTPU-10,16.59707,189.57689
PTPU-10,16.62446,189.93455
PTPU-10,16.65459,190.268
PTPU-10,16.68018,190.7039
PTPU-10,16.70835,191.01127
PTPU-10,16.7374,191.40992
PTPU-10,16.76397,191.78063
PTPU-10,16.79199,192.06377
PTPU-10,16.82085,192.43448
PTPU-10,16.84751,192.9598
PTPU-10,16.87485,193.29325
PTPU-10,16.904,193.69189
PTPU-10,16.93061,194.04955
PTPU-10,16.95855,194.40908
PTPU-10,16.98755,194.71645
PTPU-10,17.01406,195.08902
PTPU-10,17.0415,195.40943
PTPU-10,17.07065,195.58825
PTPU-10,17.09712,195.8714
PTPU-10,17.12529,196.22908
PTPU-10,17.1543,196.52526
PTPU-10,17.18027,196.81959
PTPU-10,17.20845,197.10088
PTPU-10,17.23721,197.43433
PTPU-10,17.26387,197.58894
PTPU-10,17.29141,197.71748
PTPU-10,17.32119,197.99876
PTPU-10,17.34683,198.22975
PTPU-10,17.37505,198.42162
PTPU-10,17.40396,198.28191
PTPU-10,17.43037,198.4477
PTPU-10,17.45791,198.78116
PTPU-10,17.48774,199.15372
PTPU-10,17.51431,199.49834
PTPU-10,17.54165,199.78149
PTPU-10,17.57075,200.20435
PTPU-10,17.59712,200.43535
PTPU-10,17.62505,200.92156
PTPU-10,17.65435,201.30715
PTPU-10,17.68091,201.66483
PTPU-10,17.7083,202.05042
PTPU-10,17.73745,202.4472
PTPU-10,17.76387,202.84586
PTPU-10,17.79189,203.28176
PTPU-10,17.8209,203.62639
PTPU-10,17.84761,203.98591
PTPU-10,17.87495,204.37152
PTPU-10,17.904,204.7683
PTPU-10,17.93052,205.11479
PTPU-10,17.95806,205.46129
PTPU-10,17.98726,205.75562
PTPU-10,18.01372,206.10209
PTPU-10,18.04111,206.56407
PTPU-10,18.07104,206.94783
PTPU-10,18.09692,207.32038
PTPU-10,18.12505,207.64079
PTPU-10,18.15396,207.92208
PTPU-10,18.18052,208.41014
PTPU-10,18.20855,208.85723
PTPU-10,18.23765,209.31921
PTPU-10,18.26426,209.67872
PTPU-10,18.29155,210.15375
PTPU-10,18.32065,210.53751
PTPU-10,18.34712,210.92124
PTPU-10,18.37544,211.34596
PTPU-10,18.40435,211.56392
PTPU-10,18.43057,211.62724
PTPU-10,18.45815,211.84521
PTPU-10,18.48735,212.24198
PTPU-10,18.51382,212.71701
PTPU-10,18.54204,213.11381
PTPU-10,18.571,213.6652
PTPU-10,18.59673,213.99865
PTPU-10,18.62485,214.43455
PTPU-10,18.6541,214.94868
PTPU-10,18.68057,215.37156
PTPU-10,18.70796,215.90991
PTPU-10,18.73784,216.24336
PTPU-10,18.76353,216.71653
PTPU-10,18.79165,217.07604
PTPU-10,18.82056,217.47284
PTPU-10,18.84712,217.90874
PTPU-10,18.87534,218.19189
PTPU-10,18.90444,218.5123
PTPU-10,18.93106,218.85877
PTPU-10,18.95825,219.22948
PTPU-10,18.98726,219.48655
PTPU-10,19.01382,219.82
PTPU-10,19.04204,220.24286
PTPU-10,19.07109,220.60239
PTPU-10,19.09761,221.06252
PTPU-10,19.125,221.5245
PTPU-10,19.154,221.97344
PTPU-10,19.18061,222.37022
PTPU-10,19.20874,222.84524
PTPU-10,19.23755,223.33331
PTPU-10,19.26416,223.75617
PTPU-10,19.29175,224.21629
PTPU-10,19.32075,224.53671
PTPU-10,19.34722,224.99869
PTPU-10,19.37544,225.49977
PTPU-10,19.40425,225.98598
PTPU-10,19.43081,226.43492
PTPU-10,19.4583,226.88386
PTPU-10,19.4873,227.33281
PTPU-10,19.51387,227.78175
PTPU-10,19.54136,228.19157
PTPU-10,19.57075,228.64051
PTPU-10,19.59712,229.03731
PTPU-10,19.62441,229.39682
PTPU-10,19.65449,229.71723
PTPU-10,19.68023,230.01156
PTPU-10,19.7084,230.41022
PTPU-10,19.7375,230.8573
PTPU-10,19.76392,231.26898
PTPU-10,19.79185,231.56331
PTPU-10,19.8209,231.97312
PTPU-10,19.84756,232.38294
PTPU-10,19.87495,232.75552
PTPU-10,19.90396,233.25477
PTPU-10,19.93052,233.60124
PTPU-10,19.95869,234.06322
PTPU-10,19.98774,234.34451
PTPU-10,20.01421,234.62768
PTPU-10,20.04141,235.03749
PTPU-10,20.07056,235.31878
PTPU-10,20.09727,235.71742
PTPU-10,20.12544,236.11422
PTPU-10,20.15435,236.38432
PTPU-10,20.18086,236.7811
PTPU-10,20.20815,237.1779
PTPU-10,20.23721,237.6138
PTPU-10,20.26382,237.92303
PTPU-10,20.29194,238.30676
PTPU-10,20.321,238.55081
PTPU-10,20.34683,238.94758
PTPU-10,20.37515,239.29408
PTPU-10,20.40405,239.6275
PTPU-10,20.43023,240.03735
PTPU-10,20.45781,240.37077
PTPU-10,20.48789,240.78062
PTPU-10,20.51348,241.06376
PTPU-10,20.5417,241.46054
PTPU-10,20.5707,241.78095
PTPU-10,20.59702,242.1144
PTPU-10,20.62519,242.53726
PTPU-10,20.65444,242.85767
PTPU-10,20.68096,243.23022
PTPU-10,20.7083,243.65311
PTPU-10,20.73735,243.93439
PTPU-10,20.76392,244.34607
PTPU-10,20.79199,244.71679
PTPU-10,20.82085,245.10238
PTPU-10,20.84751,245.60163
PTPU-10,20.8749,245.93506
PTPU-10,20.90405,246.31882
PTPU-10,20.93061,246.81993
PTPU-10,20.95869,247.1664
PTPU-10,20.98765,247.57624
PTPU-10,21.01421,248.01214
PTPU-10,21.0416,248.40891
PTPU-10,21.0707,248.74237
PTPU-10,21.09717,249.10188
PTPU-10,21.12471,249.46141
PTPU-10,21.15391,249.89731
PTPU-10,21.18057,250.33321
PTPU-10,21.20801,250.74306
PTPU-10,21.2376,251.25532
PTPU-10,21.26343,251.64094
PTPU-10,21.2918,252.10104
PTPU-10,21.32065,252.44753
PTPU-10,21.34717,252.73068
PTPU-10,21.37534,253.12748
PTPU-10,21.4043,253.51121
PTPU-10,21.43076,253.92289
PTPU-10,21.4583,254.2433
PTPU-10,21.4873,254.60098
PTPU-10,21.51382,254.98657
PTPU-10,21.54199,255.29394
PTPU-10,21.57119,255.6777
PTPU-10,21.59751,256.03721
PTPU-10,21.62466,256.37066
PTPU-10,21.65386,256.62773
PTPU-10,21.68047,257.08971
PTPU-10,21.70864,257.38404
PTPU-10,21.73774,257.8572
PTPU-10,21.76416,258.21674
PTPU-10,21.79141,258.52411
PTPU-10,21.82046,258.9097
PTPU-10,21.84712,259.28042
PTPU-10,21.87529,259.65297
PTPU-10,21.9043,260.10191
PTPU-10,21.93086,260.49871
PTPU-10,21.95815,260.97374
PTPU-10,21.98726,261.37052
PTPU-10,22.01377,261.78033
PTPU-10,22.04111,262.17899
PTPU-10,22.07104,262.57577
PTPU-10,22.09697,263.03775
PTPU-10,22.12505,263.47365
PTPU-10,22.154,263.90955
PTPU-10,22.18052,264.26909
PTPU-10,22.20864,264.6137
PTPU-10,22.23765,264.99932
PTPU-10,22.26426,265.38305
PTPU-10,22.29155,265.832
PTPU-10,22.32065,266.2679
PTPU-10,22.34717,266.78205
PTPU-10,22.37549,267.15274
PTPU-10,22.40444,267.56258
PTPU-10,22.43061,267.96122
PTPU-10,22.4582,268.44742
PTPU-10,22.48745,268.83302
PTPU-10,22.51382,269.2559
PTPU-10,22.54204,269.6918
PTPU-10,22.57104,270.08858
PTPU-10,22.59741,270.37172
PTPU-10,22.62466,270.84489
PTPU-10,22.65396,271.23048
PTPU-10,22.68047,271.65337
PTPU-10,22.70801,272.0371
PTPU-10,22.73726,272.37055
PTPU-10,22.76382,272.79341
PTPU-10,22.79126,273.02439
PTPU-10,22.8209,273.38393
PTPU-10,22.84673,273.70434
PTPU-10,22.8749,273.93532
PTPU-10,22.90405,274.2166
PTPU-10,22.93066,274.53701
PTPU-10,22.95859,274.88351
PTPU-10,22.9876,275.24304
PTPU-10,23.01406,275.61374
PTPU-10,23.0415,275.98631
PTPU-10,23.07065,276.33278
PTPU-10,23.09712,276.72958
PTPU-10,23.12529,277.04999
PTPU-10,23.1543,277.45981
PTPU-10,23.18091,277.78022
PTPU-10,23.2083,278.12672
PTPU-10,23.23706,278.53839
PTPU-10,23.26372,278.883
PTPU-10,23.29214,279.31893
PTPU-10,23.32104,279.71756
PTPU-10,23.34756,280.12738
PTPU-10,23.37495,280.55024
PTPU-10,23.40386,280.92282
PTPU-10,23.43027,281.30655
PTPU-10,23.45864,281.57668
PTPU-10,23.48765,281.91011
PTPU-10,23.51416,282.20444
PTPU-10,23.5415,282.49876
PTPU-10,23.57065,282.84526
PTPU-10,23.59702,283.12654
PTPU-10,23.62432,283.46
PTPU-10,23.65444,283.88286
PTPU-10,23.68018,284.21631
PTPU-10,23.70835,284.5125
PTPU-10,23.7375,284.87017
PTPU-10,23.76387,285.16636
PTPU-10,23.79189,285.48677
PTPU-10,23.8209,285.8202
PTPU-10,23.84673,286.14061
PTPU-10,23.87495,286.38279
PTPU-10,23.904,286.72926
PTPU-10,23.93052,287.04967
PTPU-10,23.95864,287.42225
PTPU-10,23.9877,287.76872
PTPU-10,24.01416,288.1916
PTPU-10,24.04141,288.60142
PTPU-10,24.07051,288.92183
PTPU-10,24.09727,289.29439
PTPU-10,24.12544,289.65206
PTPU-10,24.1543,290.03766
PTPU-10,24.18091,290.35807
PTPU-10,24.20815,290.75487
PTPU-10,24.23726,291.12742
PTPU-10,24.26392,291.40871
PTPU-10,24.29199,291.85765
PTPU-10,24.32104,292.12778
PTPU-10,24.34751,292.39602
PTPU-10,24.37505,292.67917
PTPU-10,24.404,292.91015
PTPU-10,24.43023,293.20447
PTPU-10,24.45796,293.43548
PTPU-10,24.48735,293.71676
PTPU-10,24.51382,293.88442
PTPU-10,24.54141,294.02413
PTPU-10,24.57119,294.19179
PTPU-10,24.59668,294.30728
PTPU-10,24.62481,294.40973
PTPU-10,24.654,294.60161
PTPU-10,24.68047,294.79349
PTPU-10,24.70869,295.06359
PTPU-10,24.73774,295.33184
PTPU-10,24.76426,295.6392
PTPU-10,24.7915,295.90931
PTPU-10,24.82046,296.20364
PTPU-10,24.84702,296.57621
PTPU-10,24.87524,296.87054
PTPU-10,24.90435,297.16487
PTPU-10,24.93096,297.46106
PTPU-10,24.9582,297.7293
PTPU-10,24.98716,297.94726
PTPU-10,25.01372,298.21737
PTPU-10,25.04194,298.55082
PTPU-10,25.071,298.76876
PTPU-10,25.09751,299.07613
PTPU-10,25.1249,299.35741
PTPU-10,25.15391,299.66664
PTPU-10,25.18052,299.96097
PTPU-10,25.20864,300.32051
PTPU-10,25.23745,300.62788
PTPU-10,25.26406,300.93524
PTPU-10,25.2916,301.28174
PTPU-10,25.32065,301.49968
PTPU-10,25.34712,301.74186
PTPU-10,25.37471,302.03805
PTPU-10,25.40439,302.38452
PTPU-10,25.43008,302.8074
PTPU-10,25.4584,303.11477
PTPU-10,25.48735,303.52459
PTPU-10,25.51387,303.80588
PTPU-10,25.54121,304.12815
PTPU-10,25.57124,304.47276
PTPU-10,25.59673,304.80621
PTPU-10,25.62471,305.12662
PTPU-10,25.65391,305.4992
PTPU-10,25.68047,305.88293
PTPU-10,25.70864,306.24247
PTPU-10,25.73779,306.58894
PTPU-10,25.76426,306.88326
PTPU-10,25.79136,307.15339
PTPU-10,25.82046,307.57625
PTPU-10,25.84717,307.89666
PTPU-10,25.87539,308.24313
PTPU-10,25.90439,308.5505
PTPU-10,25.93091,308.83179
PTPU-10,25.95825,309.11496
PTPU-10,25.9873,309.40928
PTPU-10,26.01377,309.71665
PTPU-10,26.0418,310.07617
PTPU-10,26.07095,310.26804
PTPU-10,26.09766,310.61454
PTPU-10,26.125,310.93495
PTPU-10,26.15391,311.16593
PTPU-10,26.18042,311.48634
PTPU-10,26.20791,311.78067
PTPU-10,26.23716,312.12716
PTPU-10,26.26377,312.35814
PTPU-10,26.29126,312.65247
PTPU-10,26.32114,312.85739
PTPU-10,26.34756,313.06229
PTPU-10,26.3751,313.28025
PTPU-10,26.40405,313.42182
PTPU-10,26.43027,313.6137
PTPU-10,26.45864,313.80742
PTPU-10,26.48789,314.06264
PTPU-10,26.51426,314.17813
PTPU-10,26.54165,314.33275
PTPU-10,26.5707,314.42215
PTPU-10,26.59702,314.51159
PTPU-10,26.62519,314.69228
PTPU-10,26.65439,314.81895
PTPU-10,26.68086,315.01267
PTPU-10,26.7082,315.11514
PTPU-10,26.73726,314.16509
PTPU-10,26.76387,311.81979
PTPU-10,26.79185,310.64062
PTPU-10,26.8207,309.94763
PTPU-10,26.84663,309.57506
PTPU-10,26.87481,309.40928
PTPU-10,26.90391,309.20436
PTPU-10,26.93047,309.25467
PTPU-10,26.95781,309.26771
PTPU-10,26.98696,309.28073
PTPU-10,27.01348,309.42233
PTPU-10,27.0416,309.48565
PTPU-10,27.07065,309.5881
PTPU-10,27.09712,309.69057
PTPU-10,27.12524,309.78184
PTPU-10,27.15342,309.89733
PTPU-10,27.18081,309.93459
PTPU-10,27.20811,309.92155
PTPU-10,27.23682,309.93459
PTPU-10,27.26343,310.01098
PTPU-10,27.2918,310.05008
PTPU-10,27.31987,310.2047
PTPU-10,27.34717,310.33325
PTPU-10,27.37705,310.48598
PTPU-10,27.40351,310.65364
PTPU-10,27.43076,310.88278
PTPU-10,27.4583,311.1268
PTPU-10,27.48647,311.33173
PTPU-10,27.51377,311.58879
PTPU-10,27.54365,311.7434
PTPU-10,27.57031,311.96136
PTPU-10,27.59746,312.12716
PTPU-10,27.62461,312.28178
PTPU-10,27.65303,312.49971
PTPU-10,27.68042,312.66551
PTPU-10,27.71025,312.84435
PTPU-10,27.73691,313.07533
PTPU-10,27.76411,313.24298
PTPU-10,27.79136,313.37152
PTPU-10,27.81948,313.63978
PTPU-10,27.84697,313.71615
PTPU-10,27.87681,313.88381
PTPU-10,27.90337,314.07568
PTPU-10,27.93071,314.21726
PTPU-10,27.95801,314.40911
PTPU-10,27.98628,314.55071
PTPU-10,28.01367,314.75561
PTPU-10,28.04336,314.96053
PTPU-10,28.06987,315.13937
PTPU-10,28.09683,315.33308
PTPU-10,28.12661,315.538
PTPU-10,28.15298,315.69076
PTPU-10,28.18032,315.75596
PTPU-10,28.20762,315.89565
PTPU-10,28.23662,315.93478
PTPU-10,28.26328,316.01117
PTPU-10,28.29312,316.1397
PTPU-10,28.31968,316.21792
PTPU-10,28.34692,316.43589
PTPU-10,28.3769,316.42284
PTPU-10,28.40337,316.49923
PTPU-10,28.43037,316.5756
PTPU-10,28.45962,316.65385
PTPU-10,28.48638,316.69109
PTPU-10,28.51357,316.80658
PTPU-10,28.54346,316.87179
PTPU-10,28.57002,316.89601
PTPU-10,28.59717,316.90905
PTPU-10,28.62612,316.97423
PTPU-10,28.65288,317.10091
PTPU-10,28.68018,317.10091
PTPU-10,28.71001,317.12699
PTPU-10,28.73652,317.06367
PTPU-10,28.76397,317.08975
PTPU-10,28.79292,317.03758
PTPU-10,28.81929,317.11395
PTPU-10,28.84673,317.12699
PTPU-10,28.87656,317.17916
PTPU-10,28.90322,317.16611
PTPU-10,28.93061,317.2425
PTPU-10,28.95947,317.30769
PTPU-10,28.98599,317.39712
PTPU-10,29.01328,317.4474
PTPU-10,29.04321,317.53683
PTPU-10,29.06982,317.63928
PTPU-10,29.09712,317.69145
PTPU-10,29.12617,317.79389
PTPU-10,29.15269,317.83302
PTPU-10,29.18013,317.79389
PTPU-10,29.20762,317.85722
PTPU-10,29.23638,317.8833
PTPU-10,29.26309,317.93547
PTPU-10,29.29321,318.01183
PTPU-10,29.31968,318.1143
PTPU-10,29.34697,318.19067
PTPU-10,29.37686,318.25588
PTPU-10,29.40322,318.08822
PTPU-10,29.43052,317.94851
PTPU-10,29.45977,318.01183
PTPU-10,29.48628,318.02487
PTPU-10,29.51357,318.10126
PTPU-10,29.54346,318.19067
PTPU-10,29.57007,318.28196
PTPU-10,29.59727,318.4608
PTPU-10,29.62603,318.58933
PTPU-10,29.65283,318.82031
PTPU-10,29.68018,318.97306
PTPU-10,29.71001,319.1016
PTPU-10,29.73667,319.26739
PTPU-10,29.76392,319.43505
PTPU-10,29.79282,319.55054
PTPU-10,29.81934,319.79458
PTPU-10,29.84683,319.99948
PTPU-10,29.87671,320.11499
PTPU-10,29.90327,320.35716
PTPU-10,29.93061,320.47265
PTPU-10,29.95967,320.6403
PTPU-10,29.98618,320.74275
PTPU-10,30.01348,320.88432
PTPU-10,30.04087,321.13955
PTPU-10,30.06934,321.28112
PTPU-10,30.09697,321.52514
PTPU-10,30.12446,321.81947
PTPU-10,30.15337,322.1138
PTPU-10,30.17998,322.30754
PTPU-10,30.20977,322.60187
PTPU-10,30.23628,322.90924
PTPU-10,30.26372,323.14022
PTPU-10,30.29102,323.40848
PTPU-10,30.32007,323.66555
PTPU-10,30.34741,323.85743
PTPU-10,30.37656,323.98596
PTPU-10,30.40303,324.17781
PTPU-10,30.43003,324.30637
PTPU-10,30.46006,324.47402
PTPU-10,30.48677,324.56343
PTPU-10,30.51401,324.57647
PTPU-10,30.54312,324.58951
PTPU-10,30.56958,324.10145
PTPU-10,30.59678,323.34514
PTPU-10,30.62651,322.17901
PTPU-10,30.65317,320.97375
PTPU-10,30.67983,320.35716
PTPU-10,30.70972,320.11499
PTPU-10,30.73623,319.94734
PTPU-10,30.76353,319.87095
PTPU-10,30.79321,319.83182
PTPU-10,30.81963,319.88399
PTPU-10,30.84634,319.94734
PTPU-10,30.87622,319.9734
PTPU-10,30.90278,320.02556
PTPU-10,30.93018,320.11499
PTPU-10,30.95757,320.15224
PTPU-10,30.98569,320.19136
PTPU-10,31.01387,320.21744
PTPU-10,31.04292,320.30685
PTPU-10,31.06948,320.34597
PTPU-10,31.09673,320.44842
PTPU-10,31.12686,320.56394
PTPU-10,31.15244,320.71667
PTPU-10,31.18076,320.84522
PTPU-10,31.20977,320.97375
PTPU-10,31.23608,321.15259
PTPU-10,31.26353,321.33327
PTPU-10,31.2936,321.52514
PTPU-10,31.31924,321.66486
PTPU-10,31.34741,321.88282
PTPU-10,31.37646,322.10076
PTPU-10,31.40278,322.30754
PTPU-10,31.43013,322.46029
PTPU-10,31.46016,322.70432
PTPU-10,31.48584,322.89619
PTPU-10,31.51406,323.05081
PTPU-10,31.54302,323.24269
PTPU-10,31.56968,323.40848
PTPU-10,31.59687,323.52397
PTPU-10,31.62651,323.74191
PTPU-10,31.65244,323.88349
PTPU-10,31.68066,324.11449
PTPU-10,31.70967,324.24302
PTPU-10,31.73633,324.53735
PTPU-10,31.76357,324.74227
PTPU-10,31.79258,324.89688
PTPU-10,31.81919,325.14091
PTPU-10,31.84658,325.26758
PTPU-10,31.87646,325.46132
PTPU-10,31.90298,325.58799
PTPU-10,31.93032,325.78173
PTPU-10,31.95938,326.01271
PTPU-10,31.98589,326.1785
PTPU-10,32.01313,326.3443
PTPU-10,32.04287,326.5753
PTPU-10,32.06948,326.67775
PTPU-10,32.09702,326.89569
PTPU-10,32.12695,327.07639
PTPU-10,32.15249,327.29435
PTPU-10,32.18066,327.53837
PTPU-10,32.20967,327.78056
PTPU-10,32.23623,328.0879
PTPU-10,32.26367,328.29468
PTPU-10,32.29351,328.65236
PTPU-10,32.31924,328.88334
PTPU-10,32.34736,329.15344
PTPU-10,32.37656,329.35836
PTPU-10,32.40298,329.55024
PTPU-10,32.43003,329.82035
PTPU-10,32.46011,329.99918
PTPU-10,32.48598,330.24321
PTPU-10,32.51406,330.42204
PTPU-10,32.54316,330.70333
PTPU-10,32.56973,330.89707
PTPU-10,32.59682,331.13923
PTPU-10,32.62666,331.37023
PTPU-10,32.65254,331.61426
PTPU-10,32.68008,331.84526
PTPU-10,32.70991,332.0632
PTPU-10,32.73584,332.16565
PTPU-10,32.76343,332.47302
PTPU-10,32.79316,332.53822
PTPU-10,32.81953,332.7692
PTPU-10,32.84692,332.97412
PTPU-10,32.87603,333.11384
PTPU-10,32.90264,333.30758
PTPU-10,32.92998,333.61495
PTPU-10,32.95972,333.78074
PTPU-10,32.98618,333.92231
PTPU-10,33.01353,334.2036
PTPU-10,33.04346,334.35822
PTPU-10,33.06919,334.5892
PTPU-10,33.09731,334.85744
PTPU-10,33.12637,335.11453
PTPU-10,33.15283,335.31942
PTPU-10,33.18032,335.56347
PTPU-10,33.21011,335.75535
PTPU-10,33.2355,335.96025
PTPU-10,33.26392,336.07574
PTPU-10,33.29311,336.25457
PTPU-10,33.31953,336.2937
PTPU-10,33.34687,336.44831
PTPU-10,33.37676,336.5638
PTPU-10,33.40239,336.75568
PTPU-10,33.43052,336.92148
PTPU-10,33.45972,337.12637
PTPU-10,33.48618,337.32011
PTPU-10,33.51348,337.42259
PTPU-10,33.54272,337.67779
PTPU-10,33.56944,337.84544
PTPU-10,33.59658,338.01124
PTPU-10,33.62617,338.19191
PTPU-10,33.65293,338.35771
PTPU-10,33.68032,338.52537
PTPU-10,33.70937,338.58871
PTPU-10,33.73603,338.73029
PTPU-10,33.76323,338.76753
PTPU-10,33.79297,338.80665
PTPU-10,33.81948,338.88304
PTPU-10,33.84692,338.88304
PTPU-10,33.87681,338.96127
PTPU-10,33.90249,338.96127
PTPU-10,33.93071,338.99853
PTPU-10,33.95972,339.03766
PTPU-10,33.98628,338.93518
PTPU-10,34.01357,338.90913
PTPU-10,34.04336,338.92217
PTPU-10,34.06909,338.88304
PTPU-10,34.09756,338.80665
PTPU-10,34.12651,338.87
PTPU-10,34.15288,338.81969
PTPU-10,34.18032,338.89608
PTPU-10,34.21016,338.92217
PTPU-10,34.23579,338.98549
PTPU-10,34.26411,338.98549
PTPU-10,34.29307,339.03766
PTPU-10,34.31963,339.06374
PTPU-10,34.34692,339.06374
PTPU-10,34.37695,339.0507
PTPU-10,34.40254,339.12706
PTPU-10,34.43042,339.02462
PTPU-10,34.45967,339.10098
PTPU-10,34.48638,339.14011
PTPU-10,34.51362,339.03766
PTPU-10,34.54351,339.0507
PTPU-10,34.56924,338.98549
PTPU-10,34.59658,338.90913
PTPU-10,34.62637,338.87
PTPU-10,34.65244,338.84578
PTPU-10,34.68052,338.81969
PTPU-10,34.70952,338.80665
PTPU-10,34.73598,338.81969
PTPU-10,34.76333,338.85882
PTPU-10,34.79307,338.69116
PTPU-10,34.81939,338.76753
PTPU-10,34.84682,338.66508
PTPU-10,34.87583,338.62784
PTPU-10,34.90249,338.62784
PTPU-10,34.93066,338.69116
PTPU-10,34.95947,338.69116
PTPU-10,34.98594,338.79361
PTPU-10,35.01323,338.62784
PTPU-10,35.04229,338.46018
PTPU-10,35.06968,338.38379
PTPU-10,35.09692,338.44714
PTPU-10,35.12593,338.42292
PTPU-10,35.15239,338.48624
PTPU-10,35.18252,338.39684
PTPU-10,35.20898,338.46018
PTPU-10,35.23598,338.46018
PTPU-10,35.26338,338.39684
PTPU-10,35.29263,338.32047
PTPU-10,35.31904,338.12673
PTPU-10,35.34883,337.88455
PTPU-10,35.37534,337.65357
PTPU-10,35.40249,337.32011
PTPU-10,35.43223,337.03697
PTPU-10,35.45889,336.80599
PTPU-10,35.48618,336.44831
PTPU-10,35.51519,336.21733
PTPU-10,35.5417,335.79445
PTPU-10,35.56904,335.49826
PTPU-10,35.59868,335.17785
PTPU-10,35.6249,334.84442
PTPU-10,35.65249,334.51097
PTPU-10,35.68154,334.12721
PTPU-10,35.70801,333.73044
PTPU-10,35.73623,333.39698
PTPU-10,35.76509,333.11384
PTPU-10,35.7914,332.7301
PTPU-10,35.8187,332.44693
PTPU-10,35.84893,332.16565
PTPU-10,35.87456,331.79309
PTPU-10,35.90278,331.51181
PTPU-10,35.93179,331.23052
PTPU-10,35.95825,330.91011
PTPU-10,35.9856,330.57666
PTPU-10,36.01533,330.23016
PTPU-10,36.04092,329.9731
PTPU-10,36.06914,329.65269
PTPU-10,36.09834,329.42171
PTPU-10,36.12481,329.12738
PTPU-10,36.15283,328.82001
PTPU-10,36.18188,328.4344
