group,displacement_mm,peel_strength_2F_over_W_N_per_m
Fr-PA-10,19.76211,268.73057
Fr-PA-10,19.79033,268.76783
Fr-PA-10,19.81919,268.76783
Fr-PA-10,19.84561,268.80693
Fr-PA-10,19.87314,268.80693
Fr-PA-10,19.90298,268.83302
Fr-PA-10,19.92861,268.84606
Fr-PA-10,19.95684,268.85724
Fr-PA-10,19.98599,268.89637
Fr-PA-10,20.0123,268.90941
Fr-PA-10,20.03945,268.87028
Fr-PA-10,20.06953,268.88332
Fr-PA-10,20.09526,268.90941
Fr-PA-10,20.12344,268.92245
Fr-PA-10,20.15259,269.0249
Fr-PA-10,20.179,269.12735
Fr-PA-10,20.2062,269.15343
Fr-PA-10,20.23603,269.26892
Fr-PA-10,20.26187,269.40863
Fr-PA-10,20.29004,269.42167
Fr-PA-10,20.31909,269.53719
Fr-PA-10,20.34561,269.57629
Fr-PA-10,20.37295,269.67876
Fr-PA-10,20.40278,269.66572
Fr-PA-10,20.42852,269.84456
Fr-PA-10,20.45654,269.98613
Fr-PA-10,20.4856,270.01219
Fr-PA-10,20.51235,270.17798
Fr-PA-10,20.54043,270.2935
Fr-PA-10,20.56934,270.44811
Fr-PA-10,20.5959,270.55056
Fr-PA-10,20.62319,270.60084
Fr-PA-10,20.65225,270.7685
Fr-PA-10,20.67891,270.83185
Fr-PA-10,20.70708,271.02559
Fr-PA-10,20.73613,271.13922
Fr-PA-10,20.76265,271.29383
Fr-PA-10,20.79014,271.29383
Fr-PA-10,20.81914,271.31991
Fr-PA-10,20.84531,271.44845
Fr-PA-10,20.87373,271.47267
Fr-PA-10,20.90293,271.49875
Fr-PA-10,20.92935,271.53785
Fr-PA-10,20.95679,271.58816
Fr-PA-10,20.98579,271.64032
Fr-PA-10,21.01211,271.65337
Fr-PA-10,21.0396,271.66641
Fr-PA-10,21.06968,271.88435
Fr-PA-10,21.09536,271.8713
Fr-PA-10,21.12358,272.10231
Fr-PA-10,21.15259,272.08927
Fr-PA-10,21.1791,272.2178
Fr-PA-10,21.20635,272.25506
Fr-PA-10,21.23603,272.34447
Fr-PA-10,21.2627,272.44692
Fr-PA-10,21.29009,272.43574
Fr-PA-10,21.31929,272.53821
Fr-PA-10,21.3459,272.69096
Fr-PA-10,21.37393,272.75615
Fr-PA-10,21.40288,272.87166
Fr-PA-10,21.42939,272.89586
Fr-PA-10,21.45679,273.03743
Fr-PA-10,21.48589,273.0896
Fr-PA-10,21.5124,273.2554
Fr-PA-10,21.54062,273.33176
Fr-PA-10,21.56958,273.49942
Fr-PA-10,21.59619,273.61493
Fr-PA-10,21.62354,273.67826
Fr-PA-10,21.65225,273.84591
Fr-PA-10,21.67891,273.90926
Fr-PA-10,21.70732,274.14024
Fr-PA-10,21.73623,274.2166
Fr-PA-10,21.76211,274.34516
Fr-PA-10,21.79033,274.48673
Fr-PA-10,21.81919,274.55006
Fr-PA-10,21.84565,274.74194
Fr-PA-10,21.87319,274.85743
Fr-PA-10,21.90298,274.98596
Fr-PA-10,21.92871,275.12753
Fr-PA-10,21.95688,275.24304
Fr-PA-10,21.98603,275.35853
Fr-PA-10,22.0124,275.48707
Fr-PA-10,22.04033,275.5765
Fr-PA-10,22.06958,275.71621
Fr-PA-10,22.09619,275.79443
Fr-PA-10,22.12354,275.88384
Fr-PA-10,22.15269,276.02544
Fr-PA-10,22.1791,276.14093
Fr-PA-10,22.20713,276.21729
Fr-PA-10,22.23613,276.25456
Fr-PA-10,22.26284,276.35887
Fr-PA-10,22.29019,276.2676
Fr-PA-10,22.31924,276.25456
Fr-PA-10,22.3458,276.04964
Fr-PA-10,22.37393,275.94719
Fr-PA-10,22.40298,275.89688
Fr-PA-10,22.42954,275.8317
Fr-PA-10,22.45664,275.92297
Fr-PA-10,22.48579,275.87082
Fr-PA-10,22.5125,275.99936
Fr-PA-10,22.54067,276.0366
Fr-PA-10,22.56963,276.14093
Fr-PA-10,22.59551,276.24338
Fr-PA-10,22.62363,276.33278
Fr-PA-10,22.65264,276.51162
Fr-PA-10,22.67925,276.61409
Fr-PA-10,22.70654,276.80595
Fr-PA-10,22.73584,276.89724
Fr-PA-10,22.7623,276.92146
Fr-PA-10,22.78999,276.93448
Fr-PA-10,22.81973,276.90842
Fr-PA-10,22.84512,276.87116
Fr-PA-10,22.87349,276.74263
Fr-PA-10,22.90269,276.69046
Fr-PA-10,22.92905,276.51162
Fr-PA-10,22.95728,276.39613
Fr-PA-10,22.98623,276.33278
Fr-PA-10,23.01245,276.2676
Fr-PA-10,23.03984,276.33278
Fr-PA-10,23.06904,276.33278
Fr-PA-10,23.09551,276.34583
Fr-PA-10,23.12363,276.4725
Fr-PA-10,23.15269,276.43526
Fr-PA-10,23.1792,276.57683
Fr-PA-10,23.20649,276.61409
Fr-PA-10,23.23545,276.62711
Fr-PA-10,23.26206,276.76871
Fr-PA-10,23.29028,276.81899
Fr-PA-10,23.31943,276.85812
Fr-PA-10,23.346,276.96056
Fr-PA-10,23.37324,276.98665
Fr-PA-10,23.4022,276.98665
Fr-PA-10,23.42871,277.07608
Fr-PA-10,23.45693,277.17853
Fr-PA-10,23.48603,277.19157
Fr-PA-10,23.5125,277.29402
Fr-PA-10,23.53989,277.35736
Fr-PA-10,23.5689,277.4859
Fr-PA-10,23.59556,277.52502
Fr-PA-10,23.62368,277.55108
Fr-PA-10,23.65239,277.60139
Fr-PA-10,23.67905,277.5753
Fr-PA-10,23.70913,277.5753
Fr-PA-10,23.7356,277.49894
Fr-PA-10,23.76284,277.45981
Fr-PA-10,23.79019,277.39646
Fr-PA-10,23.81904,277.28097
Fr-PA-10,23.84546,277.24185
Fr-PA-10,23.87549,277.23069
Fr-PA-10,23.90195,277.19157
Fr-PA-10,23.92944,277.20461
Fr-PA-10,23.95669,277.11518
Fr-PA-10,23.98584,277.1394
Fr-PA-10,24.01216,277.06304
Fr-PA-10,24.0395,277.11518
Fr-PA-10,24.06875,277.20461
Fr-PA-10,24.09614,277.3201
Fr-PA-10,24.12349,277.45981
Fr-PA-10,24.152,277.66659
Fr-PA-10,24.17925,277.83237
Fr-PA-10,24.2064,278.0112
Fr-PA-10,24.23545,278.21612
Fr-PA-10,24.26211,278.28133
Fr-PA-10,24.29028,278.3577
Fr-PA-10,24.31851,278.54958
Fr-PA-10,24.34595,278.60172
Fr-PA-10,24.37324,278.73027
Fr-PA-10,24.40225,278.81968
Fr-PA-10,24.42881,278.89605
Fr-PA-10,24.45679,279.08792
Fr-PA-10,24.48511,279.11401
Fr-PA-10,24.51265,279.38411
Fr-PA-10,24.53989,279.54991
Fr-PA-10,24.56885,279.69148
Fr-PA-10,24.59541,279.85728
Fr-PA-10,24.62354,279.98581
Fr-PA-10,24.65171,280.16651
Fr-PA-10,24.6792,280.22985
Fr-PA-10,24.70898,280.43475
Fr-PA-10,24.7355,280.47388
Fr-PA-10,24.76274,280.61359
Fr-PA-10,24.79028,280.63967
Fr-PA-10,24.81836,280.70486
Fr-PA-10,24.84541,280.82037
Fr-PA-10,24.87554,280.87065
Fr-PA-10,24.9022,280.99918
Fr-PA-10,24.92935,281.06253
Fr-PA-10,24.95679,281.19106
Fr-PA-10,24.98501,281.31959
Fr-PA-10,25.01216,281.38294
Fr-PA-10,25.04194,281.64001
Fr-PA-10,25.06865,281.70335
Fr-PA-10,25.09595,281.87101
Fr-PA-10,25.12329,281.99954
Fr-PA-10,25.15146,282.08895
Fr-PA-10,25.17891,282.30691
Fr-PA-10,25.2064,282.34603
Fr-PA-10,25.23535,282.43544
Fr-PA-10,25.26191,282.53789
Fr-PA-10,25.2918,282.55093
Fr-PA-10,25.31846,282.57515
Fr-PA-10,25.34575,282.67946
Fr-PA-10,25.37295,282.61428
Fr-PA-10,25.40195,282.62732
Fr-PA-10,25.42852,282.60124
Fr-PA-10,25.4584,282.61428
Fr-PA-10,25.48501,282.51181
Fr-PA-10,25.51226,282.48575
Fr-PA-10,25.54219,282.35719
Fr-PA-10,25.5686,282.26779
Fr-PA-10,25.59521,282.24356
Fr-PA-10,25.62505,282.26779
Fr-PA-10,25.65122,282.35719
Fr-PA-10,25.67866,282.39632
Fr-PA-10,25.70879,282.4224
Fr-PA-10,25.73516,282.44848
Fr-PA-10,25.7625,282.4224
Fr-PA-10,25.7916,282.43544
Fr-PA-10,25.81807,282.33299
Fr-PA-10,25.84521,282.39632
Fr-PA-10,25.8729,282.34603
Fr-PA-10,25.90191,282.39632
Fr-PA-10,25.92925,282.38328
Fr-PA-10,25.9583,282.38328
Fr-PA-10,25.98496,282.43544
Fr-PA-10,26.01211,282.33299
Fr-PA-10,26.0417,282.39632
Fr-PA-10,26.06841,282.39632
Fr-PA-10,26.09512,282.43544
Fr-PA-10,26.12495,282.38328
Fr-PA-10,26.15161,282.43544
Fr-PA-10,26.17881,282.47271
Fr-PA-10,26.2085,282.44848
Fr-PA-10,26.23433,282.48575
Fr-PA-10,26.2626,282.38328
Fr-PA-10,26.2916,282.29387
Fr-PA-10,26.31812,282.26779
Fr-PA-10,26.34536,282.17838
Fr-PA-10,26.37456,282.19142
Fr-PA-10,26.40107,282.06286
Fr-PA-10,26.42915,282.07591
Fr-PA-10,26.45801,282.03681
Fr-PA-10,26.48452,281.92129
Fr-PA-10,26.51206,281.96042
Fr-PA-10,26.54209,281.97346
Fr-PA-10,26.56758,281.9865
Fr-PA-10,26.5958,281.96042
Fr-PA-10,26.62476,281.91011
Fr-PA-10,26.65122,281.85797
Fr-PA-10,26.67866,281.76854
Fr-PA-10,26.70845,281.81884
Fr-PA-10,26.73413,281.7555
Fr-PA-10,26.76226,281.66609
Fr-PA-10,26.79141,281.61392
Fr-PA-10,26.81787,281.40903
Fr-PA-10,26.84561,281.31959
Fr-PA-10,26.87485,280.98617
Fr-PA-10,26.90093,280.83155
Fr-PA-10,26.929,280.80733
Fr-PA-10,26.95806,280.78125
Fr-PA-10,26.98452,280.79429
Fr-PA-10,27.01245,280.7682
Fr-PA-10,27.04077,280.90978
Fr-PA-10,27.06831,280.90978
Fr-PA-10,27.09565,281.02527
Fr-PA-10,27.12466,281.12774
Fr-PA-10,27.15117,281.12774
Fr-PA-10,27.17871,281.29351
Fr-PA-10,27.20771,281.29351
Fr-PA-10,27.23486,281.40903
Fr-PA-10,27.2623,281.49843
Fr-PA-10,27.29136,281.56364
Fr-PA-10,27.31802,281.69217
Fr-PA-10,27.348,281.84493
Fr-PA-10,27.37432,281.99954
Fr-PA-10,27.40156,282.1523
Fr-PA-10,27.42886,282.34603
Fr-PA-10,27.45791,282.53789
Fr-PA-10,27.48452,282.72977
Fr-PA-10,27.5144,282.89742
Fr-PA-10,27.54097,283.05018
Fr-PA-10,27.56821,283.26812
Fr-PA-10,27.59561,283.38363
Fr-PA-10,27.62461,283.61461
Fr-PA-10,27.65083,283.80649
Fr-PA-10,27.68086,283.96111
Fr-PA-10,27.70762,284.19209
Fr-PA-10,27.73486,284.39701
Fr-PA-10,27.76216,284.65221
Fr-PA-10,27.79116,284.97262
Fr-PA-10,27.81758,285.19058
Fr-PA-10,27.84507,285.47373
Fr-PA-10,27.87432,285.66558
Fr-PA-10,27.90083,285.8705
Fr-PA-10,27.92905,286.11453
Fr-PA-10,27.95806,286.29336
Fr-PA-10,27.98472,286.52437
Fr-PA-10,28.01445,286.58955
Fr-PA-10,28.04072,286.78143
Fr-PA-10,28.06826,286.87084
Fr-PA-10,28.09565,287.03663
Fr-PA-10,28.12466,287.14097
Fr-PA-10,28.15132,287.26764
Fr-PA-10,28.1811,287.43529
Fr-PA-10,28.20747,287.48558
Fr-PA-10,28.23477,287.70354
Fr-PA-10,28.26226,287.83207
Fr-PA-10,28.29131,287.97364
Fr-PA-10,28.31782,288.05003
Fr-PA-10,28.34775,288.11522
Fr-PA-10,28.37422,288.20465
Fr-PA-10,28.40156,288.26797
Fr-PA-10,28.42886,288.44867
Fr-PA-10,28.45776,288.53807
Fr-PA-10,28.48433,288.64055
Fr-PA-10,28.51211,288.7933
Fr-PA-10,28.54116,288.85849
Fr-PA-10,28.56758,289.01124
Fr-PA-10,28.5958,288.9982
Fr-PA-10,28.62412,289.05036
Fr-PA-10,28.65083,289.13977
Fr-PA-10,28.6791,289.11369
Fr-PA-10,28.70811,289.19194
Fr-PA-10,28.73467,289.1789
Fr-PA-10,28.76196,289.20498
Fr-PA-10,28.79116,289.13977
Fr-PA-10,28.81758,289.12673
Fr-PA-10,28.84551,289.10253
Fr-PA-10,28.87476,289.07645
Fr-PA-10,28.90142,289.08949
Fr-PA-10,28.92871,289.05036
Fr-PA-10,28.95786,289.06341
Fr-PA-10,28.98438,289.08949
Fr-PA-10,29.01226,289.03732
Fr-PA-10,29.04131,289.10253
Fr-PA-10,29.06797,289.08949
Fr-PA-10,29.09785,289.11369
Fr-PA-10,29.12436,289.15281
Fr-PA-10,29.15083,289.12673
Fr-PA-10,29.17905,289.20498
Fr-PA-10,29.20796,289.16585
Fr-PA-10,29.23442,289.21616
Fr-PA-10,29.26435,289.30743
Fr-PA-10,29.29092,289.30743
Fr-PA-10,29.31836,289.30743
Fr-PA-10,29.3457,289.34469
Fr-PA-10,29.37461,289.42294
Fr-PA-10,29.40107,289.30743
Fr-PA-10,29.43091,289.44714
Fr-PA-10,29.45752,289.39686
Fr-PA-10,29.48491,289.46018
Fr-PA-10,29.51216,289.51235
Fr-PA-10,29.54126,289.56265
Fr-PA-10,29.56772,289.73029
Fr-PA-10,29.59771,289.74333
Fr-PA-10,29.62422,289.85884
Fr-PA-10,29.65122,289.92217
Fr-PA-10,29.67871,290.03766
Fr-PA-10,29.70801,290.11405
Fr-PA-10,29.73447,290.22954
Fr-PA-10,29.76431,290.2817
Fr-PA-10,29.79087,290.39719
Fr-PA-10,29.81802,290.5369
Fr-PA-10,29.84531,290.60211
Fr-PA-10,29.87451,290.73064
Fr-PA-10,29.90103,290.80701
Fr-PA-10,29.92861,290.97281
Fr-PA-10,29.95767,291.07525
Fr-PA-10,29.98438,291.24291
Fr-PA-10,30.01235,291.37146
Fr-PA-10,30.04116,291.5894
Fr-PA-10,30.06792,291.76824
Fr-PA-10,30.09531,291.96012
Fr-PA-10,30.12441,292.11473
Fr-PA-10,30.15103,292.36994
Fr-PA-10,30.17915,292.56368
Fr-PA-10,30.20801,292.67917
Fr-PA-10,30.23457,292.858
Fr-PA-10,30.26201,293.02378
Fr-PA-10,30.29107,293.15233
Fr-PA-10,30.31841,293.30695
Fr-PA-10,30.3458,293.47274
Fr-PA-10,30.37481,293.61432
Fr-PA-10,30.40132,293.75589
Fr-PA-10,30.43115,293.8956
Fr-PA-10,30.45757,294.15267
Fr-PA-10,30.48496,294.32032
Fr-PA-10,30.5125,294.49916
Fr-PA-10,30.54145,294.69101
Fr-PA-10,30.56792,294.89594
Fr-PA-10,30.5978,295.06359
Fr-PA-10,30.62427,295.33184
Fr-PA-10,30.65151,295.44733
Fr-PA-10,30.679,295.71745
Fr-PA-10,30.70801,295.93539
Fr-PA-10,30.73452,296.17944
Fr-PA-10,30.76435,296.46072
Fr-PA-10,30.79107,296.66562
Fr-PA-10,30.81826,296.95995
Fr-PA-10,30.84526,297.24312
Fr-PA-10,30.87456,297.53745
Fr-PA-10,30.90122,297.79451
Fr-PA-10,30.92871,298.06275
Fr-PA-10,30.95776,298.48561
Fr-PA-10,30.98433,298.79484
Fr-PA-10,31.01235,299.07613
Fr-PA-10,31.04067,299.48597
Fr-PA-10,31.06846,299.72999
Fr-PA-10,31.09575,300.03736
Fr-PA-10,31.12476,300.37081
Fr-PA-10,31.18125,300.93524
Fr-PA-10,31.18125,300.93524
Fr-PA-10,31.20762,301.14017
Fr-PA-10,31.23486,301.39723
Fr-PA-10,31.26216,301.65243
Fr-PA-10,31.29121,301.97284
Fr-PA-10,31.31787,302.15354
Fr-PA-10,31.3478,302.48699
Fr-PA-10,31.37417,302.67885
Fr-PA-10,31.40142,302.88377
Fr-PA-10,31.42876,303.25634
Fr-PA-10,31.45771,303.46124
Fr-PA-10,31.48433,303.76861
Fr-PA-10,31.51187,303.99961
Fr-PA-10,31.54102,304.20451
Fr-PA-10,31.56748,304.39639
Fr-PA-10,31.5958,304.45971
Fr-PA-10,31.62485,304.7168
Fr-PA-10,31.65103,304.80621
Fr-PA-10,31.68106,305.03721
Fr-PA-10,31.70786,305.24211
Fr-PA-10,31.73501,305.39672
Fr-PA-10,31.7623,305.67801
Fr-PA-10,31.79141,305.84567
Fr-PA-10,31.81782,306.12695
Fr-PA-10,31.84761,306.38404
Fr-PA-10,31.87432,306.57589
Fr-PA-10,31.90161,306.81994
Fr-PA-10,31.92891,306.93543
Fr-PA-10,31.95796,307.14035
Fr-PA-10,31.98462,307.28192
Fr-PA-10,32.01435,307.43468
Fr-PA-10,32.04067,307.51104
Fr-PA-10,32.06816,307.61538
Fr-PA-10,32.09556,307.76813
Fr-PA-10,32.12456,307.78115
Fr-PA-10,32.15122,307.99911
Fr-PA-10,32.18105,308.15372
Fr-PA-10,32.20742,308.30648
Fr-PA-10,32.23467,308.43501
Fr-PA-10,32.26216,308.5505
Fr-PA-10,32.29121,308.65297
Fr-PA-10,32.31773,308.87091
Fr-PA-10,32.34526,308.89699
Fr-PA-10,32.37437,309.08887
Fr-PA-10,32.40093,309.128
Fr-PA-10,32.4291,309.29377
Fr-PA-10,32.45737,309.42233
Fr-PA-10,32.48413,309.48565
Fr-PA-10,32.5125,309.60114
Fr-PA-10,32.5415,309.74271
Fr-PA-10,32.56787,309.80606
Fr-PA-10,32.59776,309.89733
Fr-PA-10,32.62422,309.9998
Fr-PA-10,32.65151,309.98676
Fr-PA-10,32.67896,309.98676
Fr-PA-10,32.70796,310.06312
Fr-PA-10,32.73452,309.9998
Fr-PA-10,32.76435,310.11529
Fr-PA-10,32.79102,310.08921
Fr-PA-10,32.81826,310.15255
Fr-PA-10,32.84521,310.2047
Fr-PA-10,32.87451,310.15255
Fr-PA-10,32.90122,310.32021
Fr-PA-10,32.93101,310.29413
Fr-PA-10,32.95757,310.29413
Fr-PA-10,32.98491,310.32021
Fr-PA-10,33.01201,310.26804
Fr-PA-10,33.04102,310.32021
Fr-PA-10,33.06777,310.255
Fr-PA-10,33.09771,310.24196
Fr-PA-10,33.12422,310.17864
Fr-PA-10,33.15156,310.15255
Fr-PA-10,33.17886,310.12647
Fr-PA-10,33.20776,310.05008
Fr-PA-10,33.23413,310.06312
Fr-PA-10,33.26172,310.03704
Fr-PA-10,33.29082,309.96068
Fr-PA-10,33.31821,309.92155
Fr-PA-10,33.34565,309.92155
Fr-PA-10,33.37446,309.90851
Fr-PA-10,33.40093,309.88431
Fr-PA-10,33.43071,309.93459
Fr-PA-10,33.45728,309.93459
Fr-PA-10,33.48467,309.96068
Fr-PA-10,33.51191,309.97372
Fr-PA-10,33.54092,309.97372
Fr-PA-10,33.56821,310.03704
Fr-PA-10,33.59731,310.08921
Fr-PA-10,33.62383,310.11529
Fr-PA-10,33.65083,310.28109
Fr-PA-10,33.67857,310.29413
Fr-PA-10,33.70718,310.51207
Fr-PA-10,33.73442,310.53815
Fr-PA-10,33.76196,310.67786
Fr-PA-10,33.79107,310.83248
Fr-PA-10,33.81743,310.94797
Fr-PA-10,33.84722,311.13985
Fr-PA-10,33.87397,311.20505
Fr-PA-10,33.90122,311.46026
Fr-PA-10,33.93105,311.61487
Fr-PA-10,33.95757,311.75458
Fr-PA-10,33.98418,311.83283
Fr-PA-10,34.01392,311.97255
Fr-PA-10,34.04018,312.05077
Fr-PA-10,34.06773,312.15322
Fr-PA-10,34.09766,312.35814
Fr-PA-10,34.12412,312.42149
Fr-PA-10,34.15161,312.60216
Fr-PA-10,34.18052,312.76796
Fr-PA-10,34.20689,312.83317
Fr-PA-10,34.23418,312.99896
Fr-PA-10,34.26416,313.11445
Fr-PA-10,34.29072,313.28025
Fr-PA-10,34.31807,313.40878
Fr-PA-10,34.34712,313.58948
Fr-PA-10,34.37354,313.82046
Fr-PA-10,34.40093,313.97321
Fr-PA-10,34.43076,314.16509
Fr-PA-10,34.45713,314.35883
Fr-PA-10,34.48452,314.53767
Fr-PA-10,34.51372,314.75561
Fr-PA-10,34.54023,314.98661
Fr-PA-10,34.56748,315.15238
Fr-PA-10,34.59502,315.34612
Fr-PA-10,34.62397,315.58831
Fr-PA-10,34.65054,315.74292
Fr-PA-10,34.68052,315.93478
Fr-PA-10,34.70703,316.08939
Fr-PA-10,34.73442,316.21792
Fr-PA-10,34.76416,316.33158
Fr-PA-10,34.79087,316.42284
Fr-PA-10,34.81812,316.61472
Fr-PA-10,34.84687,316.69109
Fr-PA-10,34.87363,316.78052
Fr-PA-10,34.90107,316.94818
Fr-PA-10,34.93091,316.96122
Fr-PA-10,34.95752,317.17916
Fr-PA-10,34.98481,317.21642
Fr-PA-10,35.01362,317.41016
Fr-PA-10,35.04018,317.53683
Fr-PA-10,35.06768,317.6281
Fr-PA-10,35.09751,317.81998
Fr-PA-10,35.12407,317.95969
Fr-PA-10,35.15142,318.08822
Fr-PA-10,35.18052,318.25588
Fr-PA-10,35.20693,318.29314
Fr-PA-10,35.23418,318.39559
Fr-PA-10,35.26406,318.55021
Fr-PA-10,35.29063,318.63961
Fr-PA-10,35.31807,318.78119
Fr-PA-10,35.34717,319.03827
Fr-PA-10,35.37358,319.16494
Fr-PA-10,35.40083,319.3326
Fr-PA-10,35.42837,319.5375
Fr-PA-10,35.45684,319.74242
Fr-PA-10,35.48433,319.94734
Fr-PA-10,35.51182,320.17832
Fr-PA-10,35.54092,320.3702
Fr-PA-10,35.56738,320.55089
Fr-PA-10,35.59741,320.66638
Fr-PA-10,35.62392,320.90855
Fr-PA-10,35.65093,321.13955
Fr-PA-10,35.67842,321.39661
Fr-PA-10,35.70766,321.61458
Fr-PA-10,35.73413,321.81947
Fr-PA-10,35.76397,322.06352
Fr-PA-10,35.79053,322.22929
Fr-PA-10,35.81768,322.5255
Fr-PA-10,35.84751,322.69127
Fr-PA-10,35.87417,322.90924
Fr-PA-10,35.90147,323.08807
Fr-PA-10,35.93052,323.29483
Fr-PA-10,35.95703,323.47367
Fr-PA-10,35.98452,323.58916
Fr-PA-10,36.01416,323.75495
Fr-PA-10,36.04048,323.90957
Fr-PA-10,36.06802,324.08841
Fr-PA-10,36.09712,324.2691
Fr-PA-10,36.12363,324.31941
Fr-PA-10,36.15107,324.56343
Fr-PA-10,36.18086,324.66588
Fr-PA-10,36.20713,324.71619
Fr-PA-10,36.23452,324.92297
Fr-PA-10,36.26367,325.06268
Fr-PA-10,36.29023,325.26758
Fr-PA-10,36.31753,325.38307
Fr-PA-10,36.34741,325.53768
Fr-PA-10,36.37392,325.6532
Fr-PA-10,36.40127,325.76869
Fr-PA-10,36.43027,325.92144
Fr-PA-10,36.45664,326.07605
Fr-PA-10,36.48403,326.19154
Fr-PA-10,36.51182,326.28098
Fr-PA-10,36.54082,326.55108
Fr-PA-10,36.56728,326.64049
Fr-PA-10,36.59722,326.84541
Fr-PA-10,36.62373,326.9609
Fr-PA-10,36.65102,327.0503
Fr-PA-10,36.67847,327.17886
Fr-PA-10,36.70747,327.22914
Fr-PA-10,36.73403,327.37072
Fr-PA-10,36.76387,327.49925
Fr-PA-10,36.79063,327.54955
Fr-PA-10,36.81782,327.70417
Fr-PA-10,36.84736,327.79357
Fr-PA-10,36.87407,327.92213
Fr-PA-10,36.90156,328.01154
Fr-PA-10,36.93047,327.96123
Fr-PA-10,36.95708,328.11399
Fr-PA-10,36.98438,328.16615
Fr-PA-10,37.01411,328.2295
Fr-PA-10,37.04053,328.2686
Fr-PA-10,37.06807,328.31891
Fr-PA-10,37.09712,328.33195
Fr-PA-10,37.12363,328.31891
Fr-PA-10,37.15098,328.30586
Fr-PA-10,37.18091,328.33195
Fr-PA-10,37.20732,328.25556
Fr-PA-10,37.23462,328.2686
Fr-PA-10,37.26367,328.29468
Fr-PA-10,37.29018,328.31891
Fr-PA-10,37.31768,328.28164
Fr-PA-10,37.34756,328.39715
Fr-PA-10,37.37392,328.4344
Fr-PA-10,37.40127,328.48656
Fr-PA-10,37.43027,328.57597
Fr-PA-10,37.45679,328.57597
Fr-PA-10,37.48423,328.67844
Fr-PA-10,37.51172,328.54989
Fr-PA-10,37.54023,328.63932
Fr-PA-10,37.56748,328.60205
Fr-PA-10,37.59521,328.60205
Fr-PA-10,37.62427,328.62813
Fr-PA-10,37.65054,328.53684
Fr-PA-10,37.68052,328.46048
Fr-PA-10,37.70732,328.39715
Fr-PA-10,37.73442,328.25556
Fr-PA-10,37.76421,328.25556
Fr-PA-10,37.79077,328.16615
Fr-PA-10,37.81797,328.15311
Fr-PA-10,37.84682,328.11399
Fr-PA-10,37.87354,328.0879
Fr-PA-10,37.90078,328.0637
Fr-PA-10,37.93056,328.03762
Fr-PA-10,37.95703,328.05066
Fr-PA-10,37.98447,327.98545
Fr-PA-10,38.01416,327.97427
Fr-PA-10,38.0396,327.88301
Fr-PA-10,38.06797,327.88301
Fr-PA-10,38.09702,327.90909
Fr-PA-10,38.12349,327.79357
Fr-PA-10,38.15093,327.8327
Fr-PA-10,38.18066,327.84574
Fr-PA-10,38.2062,327.75633
Fr-PA-10,38.23433,327.78056
Fr-PA-10,38.26348,327.74329
Fr-PA-10,38.28994,327.69113
Fr-PA-10,38.31812,327.69113
Fr-PA-10,38.34707,327.58868
Fr-PA-10,38.37295,327.66504
Fr-PA-10,38.40112,327.6278
Fr-PA-10,38.43008,327.52533
Fr-PA-10,38.4564,327.46015
Fr-PA-10,38.48462,327.34463
Fr-PA-10,38.51382,327.24218
Fr-PA-10,38.54053,327.20492
Fr-PA-10,38.56773,327.07639
Fr-PA-10,38.59678,326.9609
Fr-PA-10,38.62324,326.90873
Fr-PA-10,38.65073,326.81932
Fr-PA-10,38.67988,326.71688
Fr-PA-10,38.70713,326.6144
Fr-PA-10,38.73442,326.38342
Fr-PA-10,38.76338,326.33312
Fr-PA-10,38.79004,326.15242
Fr-PA-10,38.82007,326.07605
Fr-PA-10,38.84614,325.96056
Fr-PA-10,38.87368,325.89722
Fr-PA-10,38.90107,325.83201
Fr-PA-10,38.93003,325.66624
Fr-PA-10,38.95659,325.60103
Fr-PA-10,38.98643,325.51162
Fr-PA-10,39.0127,325.43523
Fr-PA-10,39.03989,325.38307
Fr-PA-10,39.06992,325.37005
Fr-PA-10,39.09639,325.34583
Fr-PA-10,39.12368,325.33278
Fr-PA-10,39.15269,325.29366
Fr-PA-10,39.1792,325.21729
Fr-PA-10,39.2064,325.10178
Fr-PA-10,39.23603,325.06268
Fr-PA-10,39.28994,324.94717
Fr-PA-10,39.28994,324.94717
Fr-PA-10,39.31904,324.8708
Fr-PA-10,39.34565,324.97325
Fr-PA-10,39.37358,324.88384
Fr-PA-10,39.40249,324.90993
Fr-PA-10,39.42896,324.88384
Fr-PA-10,39.4563,324.8708
Fr-PA-10,39.48643,324.85776
Fr-PA-10,39.51206,324.76835
Fr-PA-10,39.54028,324.71619
Fr-PA-10,39.56919,324.65284
Fr-PA-10,39.5958,324.57647
Fr-PA-10,39.6231,324.51127
Fr-PA-10,39.65264,324.51127
Fr-PA-10,39.67847,324.4349
Fr-PA-10,39.70689,324.44794
Fr-PA-10,39.73574,324.44794
Fr-PA-10,39.76221,324.33243
Fr-PA-10,39.79038,324.35851
Fr-PA-10,39.81924,324.33243
Fr-PA-10,39.84502,324.31941
Fr-PA-10,39.87339,324.33243
Fr-PA-10,39.90234,324.2039
Fr-PA-10,39.92886,324.16666
Fr-PA-10,39.95698,324.17781
Fr-PA-10,39.98545,324.06232
Fr-PA-10,40.01265,324.08841
Fr-PA-10,40.03975,323.98596
Fr-PA-10,40.06895,323.93565
Fr-PA-10,40.09551,323.89653
Fr-PA-10,40.12305,323.80712
Fr-PA-10,40.15215,323.75495
